air_temp,dni,ghi,period_end,period
10,0,25,2021-01-02T09:30:00+00:00,PT15M
10,0,35,2021-01-02T09:45:00+00:00,PT15M
10,0,54,2021-01-02T10:00:00+00:00,PT15M
10,0,60,2021-01-02T10:15:00+00:00,PT15M
10,0,91,2021-01-02T10:30:00+00:00,PT15M
10,0,82,2021-01-02T10:45:00+00:00,PT15M
10,0,101,2021-01-02T11:00:00+00:00,PT15M
11,0,101,2021-01-02T11:15:00+00:00,PT15M
11,0,92,2021-01-02T11:30:00+00:00,PT15M
11,0,65,2021-01-02T11:45:00+00:00,PT15M
11,0,45,2021-01-02T12:00:00+00:00,PT15M
11,0,44,2021-01-02T12:15:00+00:00,PT15M
11,0,50,2021-01-02T12:30:00+00:00,PT15M
11,0,36,2021-01-02T12:45:00+00:00,PT15M
11,0,43,2021-01-02T13:00:00+00:00,PT15M
11,0,30,2021-01-02T13:15:00+00:00,PT15M
10,0,28,2021-01-02T13:30:00+00:00,PT15M
10,0,29,2021-01-02T13:45:00+00:00,PT15M
10,0,28,2021-01-02T14:00:00+00:00,PT15M
10,0,20,2021-01-02T14:15:00+00:00,PT15M
10,0,5,2021-01-02T14:30:00+00:00,PT15M
10,0,2,2021-01-02T14:45:00+00:00,PT15M
10,0,1,2021-01-02T15:00:00+00:00,PT15M
10,0,1,2021-01-02T15:15:00+00:00,PT15M
10,0,0,2021-01-02T15:30:00+00:00,PT15M
10,0,0,2021-01-02T15:45:00+00:00,PT15M
10,0,0,2021-01-02T16:00:00+00:00,PT15M
10,0,0,2021-01-02T16:15:00+00:00,PT15M
10,0,0,2021-01-02T16:30:00+00:00,PT15M
10,0,0,2021-01-02T16:45:00+00:00,PT15M
10,0,0,2021-01-02T17:00:00+00:00,PT15M
10,0,0,2021-01-02T17:15:00+00:00,PT15M
10,0,0,2021-01-02T17:30:00+00:00,PT15M
10,0,0,2021-01-02T17:45:00+00:00,PT15M
10,0,0,2021-01-02T18:00:00+00:00,PT15M
10,0,0,2021-01-02T18:15:00+00:00,PT15M
10,0,0,2021-01-02T18:30:00+00:00,PT15M
10,0,0,2021-01-02T18:45:00+00:00,PT15M
10,0,0,2021-01-02T19:00:00+00:00,PT15M
11,0,0,2021-01-02T19:15:00+00:00,PT15M
11,0,0,2021-01-02T19:30:00+00:00,PT15M
11,0,0,2021-01-02T19:45:00+00:00,PT15M
11,0,0,2021-01-02T20:00:00+00:00,PT15M
11,0,0,2021-01-02T20:15:00+00:00,PT15M
11,0,0,2021-01-02T20:30:00+00:00,PT15M
11,0,0,2021-01-02T20:45:00+00:00,PT15M
11,0,0,2021-01-02T21:00:00+00:00,PT15M
11,0,0,2021-01-02T21:15:00+00:00,PT15M
10,0,0,2021-01-02T21:30:00+00:00,PT15M
10,0,0,2021-01-02T21:45:00+00:00,PT15M
10,0,0,2021-01-02T22:00:00+00:00,PT15M
10,0,0,2021-01-02T22:15:00+00:00,PT15M
10,0,0,2021-01-02T22:30:00+00:00,PT15M
10,0,0,2021-01-02T22:45:00+00:00,PT15M
10,0,0,2021-01-02T23:00:00+00:00,PT15M
9,0,0,2021-01-02T23:15:00+00:00,PT15M
9,0,0,2021-01-02T23:30:00+00:00,PT15M
9,0,0,2021-01-02T23:45:00+00:00,PT15M
9,0,0,2021-01-03T00:00:00+00:00,PT15M
9,0,0,2021-01-03T00:15:00+00:00,PT15M
9,0,0,2021-01-03T00:30:00+00:00,PT15M
9,0,0,2021-01-03T00:45:00+00:00,PT15M
9,0,0,2021-01-03T01:00:00+00:00,PT15M
9,0,0,2021-01-03T01:15:00+00:00,PT15M
9,0,0,2021-01-03T01:30:00+00:00,PT15M
8,0,0,2021-01-03T01:45:00+00:00,PT15M
8,0,0,2021-01-03T02:00:00+00:00,PT15M
8,0,0,2021-01-03T02:15:00+00:00,PT15M
8,0,0,2021-01-03T02:30:00+00:00,PT15M
8,0,0,2021-01-03T02:45:00+00:00,PT15M
9,0,0,2021-01-03T03:00:00+00:00,PT15M
9,0,0,2021-01-03T03:15:00+00:00,PT15M
9,0,0,2021-01-03T03:30:00+00:00,PT15M
9,0,0,2021-01-03T03:45:00+00:00,PT15M
9,0,0,2021-01-03T04:00:00+00:00,PT15M
9,0,0,2021-01-03T04:15:00+00:00,PT15M
9,0,0,2021-01-03T04:30:00+00:00,PT15M
9,0,0,2021-01-03T04:45:00+00:00,PT15M
9,0,0,2021-01-03T05:00:00+00:00,PT15M
9,0,0,2021-01-03T05:15:00+00:00,PT15M
9,0,0,2021-01-03T05:30:00+00:00,PT15M
9,0,0,2021-01-03T05:45:00+00:00,PT15M
9,0,0,2021-01-03T06:00:00+00:00,PT15M
9,0,0,2021-01-03T06:15:00+00:00,PT15M
9,0,0,2021-01-03T06:30:00+00:00,PT15M
9,0,0,2021-01-03T06:45:00+00:00,PT15M
9,0,0,2021-01-03T07:00:00+00:00,PT15M
9,0,0,2021-01-03T07:15:00+00:00,PT15M
9,0,0,2021-01-03T07:30:00+00:00,PT15M
9,0,0,2021-01-03T07:45:00+00:00,PT15M
9,0,0,2021-01-03T08:00:00+00:00,PT15M
9,0,6,2021-01-03T08:15:00+00:00,PT15M
9,0,11,2021-01-03T08:30:00+00:00,PT15M
9,0,10,2021-01-03T08:45:00+00:00,PT15M
9,0,14,2021-01-03T09:00:00+00:00,PT15M
9,0,25,2021-01-03T09:15:00+00:00,PT15M
9,0,39,2021-01-03T09:30:00+00:00,PT15M
9,0,29,2021-01-03T09:45:00+00:00,PT15M
9,0,38,2021-01-03T10:00:00+00:00,PT15M
9,0,69,2021-01-03T10:15:00+00:00,PT15M
9,0,49,2021-01-03T10:30:00+00:00,PT15M
9,0,52,2021-01-03T10:45:00+00:00,PT15M
9,0,64,2021-01-03T11:00:00+00:00,PT15M
9,0,92,2021-01-03T11:15:00+00:00,PT15M
9,0,86,2021-01-03T11:30:00+00:00,PT15M
9,0,77,2021-01-03T11:45:00+00:00,PT15M
9,0,51,2021-01-03T12:00:00+00:00,PT15M
9,0,74,2021-01-03T12:15:00+00:00,PT15M
9,0,93,2021-01-03T12:30:00+00:00,PT15M
9,0,76,2021-01-03T12:45:00+00:00,PT15M
9,0,79,2021-01-03T13:00:00+00:00,PT15M
9,0,87,2021-01-03T13:15:00+00:00,PT15M
9,0,80,2021-01-03T13:30:00+00:00,PT15M
9,0,56,2021-01-03T13:45:00+00:00,PT15M
9,0,39,2021-01-03T14:00:00+00:00,PT15M
9,0,14,2021-01-03T14:15:00+00:00,PT15M
9,0,8,2021-01-03T14:30:00+00:00,PT15M
9,0,13,2021-01-03T14:45:00+00:00,PT15M
9,0,14,2021-01-03T15:00:00+00:00,PT15M
9,0,6,2021-01-03T15:15:00+00:00,PT15M
9,0,0,2021-01-03T15:30:00+00:00,PT15M
9,0,0,2021-01-03T15:45:00+00:00,PT15M
8,0,0,2021-01-03T16:00:00+00:00,PT15M
8,0,0,2021-01-03T16:15:00+00:00,PT15M
8,0,0,2021-01-03T16:30:00+00:00,PT15M
8,0,0,2021-01-03T16:45:00+00:00,PT15M
8,0,0,2021-01-03T17:00:00+00:00,PT15M
8,0,0,2021-01-03T17:15:00+00:00,PT15M
8,0,0,2021-01-03T17:30:00+00:00,PT15M
8,0,0,2021-01-03T17:45:00+00:00,PT15M
8,0,0,2021-01-03T18:00:00+00:00,PT15M
8,0,0,2021-01-03T18:15:00+00:00,PT15M
8,0,0,2021-01-03T18:30:00+00:00,PT15M
8,0,0,2021-01-03T18:45:00+00:00,PT15M
7,0,0,2021-01-03T19:00:00+00:00,PT15M
7,0,0,2021-01-03T19:15:00+00:00,PT15M
7,0,0,2021-01-03T19:30:00+00:00,PT15M
7,0,0,2021-01-03T19:45:00+00:00,PT15M
7,0,0,2021-01-03T20:00:00+00:00,PT15M
7,0,0,2021-01-03T20:15:00+00:00,PT15M
7,0,0,2021-01-03T20:30:00+00:00,PT15M
7,0,0,2021-01-03T20:45:00+00:00,PT15M
7,0,0,2021-01-03T21:00:00+00:00,PT15M
7,0,0,2021-01-03T21:15:00+00:00,PT15M
7,0,0,2021-01-03T21:30:00+00:00,PT15M
7,0,0,2021-01-03T21:45:00+00:00,PT15M
6,0,0,2021-01-03T22:00:00+00:00,PT15M
6,0,0,2021-01-03T22:15:00+00:00,PT15M
6,0,0,2021-01-03T22:30:00+00:00,PT15M
6,0,0,2021-01-03T22:45:00+00:00,PT15M
6,0,0,2021-01-03T23:00:00+00:00,PT15M
6,0,0,2021-01-03T23:15:00+00:00,PT15M
6,0,0,2021-01-03T23:30:00+00:00,PT15M
6,0,0,2021-01-03T23:45:00+00:00,PT15M
6,0,0,2021-01-04T00:00:00+00:00,PT15M
6,0,0,2021-01-04T00:15:00+00:00,PT15M
6,0,0,2021-01-04T00:30:00+00:00,PT15M
6,0,0,2021-01-04T00:45:00+00:00,PT15M
6,0,0,2021-01-04T01:00:00+00:00,PT15M
6,0,0,2021-01-04T01:15:00+00:00,PT15M
5,0,0,2021-01-04T01:30:00+00:00,PT15M
5,0,0,2021-01-04T01:45:00+00:00,PT15M
5,0,0,2021-01-04T02:00:00+00:00,PT15M
5,0,0,2021-01-04T02:15:00+00:00,PT15M
5,0,0,2021-01-04T02:30:00+00:00,PT15M
5,0,0,2021-01-04T02:45:00+00:00,PT15M
5,0,0,2021-01-04T03:00:00+00:00,PT15M
5,0,0,2021-01-04T03:15:00+00:00,PT15M
5,0,0,2021-01-04T03:30:00+00:00,PT15M
5,0,0,2021-01-04T03:45:00+00:00,PT15M
5,0,0,2021-01-04T04:00:00+00:00,PT15M
5,0,0,2021-01-04T04:15:00+00:00,PT15M
5,0,0,2021-01-04T04:30:00+00:00,PT15M
4,0,0,2021-01-04T04:45:00+00:00,PT15M
4,0,0,2021-01-04T05:00:00+00:00,PT15M
4,0,0,2021-01-04T05:15:00+00:00,PT15M
4,0,0,2021-01-04T05:30:00+00:00,PT15M
4,0,0,2021-01-04T05:45:00+00:00,PT15M
4,0,0,2021-01-04T06:00:00+00:00,PT15M
4,0,0,2021-01-04T06:15:00+00:00,PT15M
4,0,0,2021-01-04T06:30:00+00:00,PT15M
4,0,0,2021-01-04T06:45:00+00:00,PT15M
4,0,0,2021-01-04T07:00:00+00:00,PT15M
4,0,0,2021-01-04T07:15:00+00:00,PT15M
4,0,0,2021-01-04T07:30:00+00:00,PT15M
4,0,0,2021-01-04T07:45:00+00:00,PT15M
4,0,0,2021-01-04T08:00:00+00:00,PT15M
4,2,9,2021-01-04T08:15:00+00:00,PT15M
4,0,21,2021-01-04T08:30:00+00:00,PT15M
4,0,35,2021-01-04T08:45:00+00:00,PT15M
4,0,48,2021-01-04T09:00:00+00:00,PT15M
4,0,60,2021-01-04T09:15:00+00:00,PT15M
4,9,67,2021-01-04T09:30:00+00:00,PT15M
4,250,110,2021-01-04T09:45:00+00:00,PT15M
4,384,134,2021-01-04T10:00:00+00:00,PT15M
4,240,133,2021-01-04T10:15:00+00:00,PT15M
4,22,110,2021-01-04T10:30:00+00:00,PT15M
4,1,119,2021-01-04T10:45:00+00:00,PT15M
4,0,118,2021-01-04T11:00:00+00:00,PT15M
4,0,112,2021-01-04T11:15:00+00:00,PT15M
4,0,95,2021-01-04T11:30:00+00:00,PT15M
4,0,100,2021-01-04T11:45:00+00:00,PT15M
4,39,137,2021-01-04T12:00:00+00:00,PT15M
4,21,133,2021-01-04T12:15:00+00:00,PT15M
4,0,104,2021-01-04T12:30:00+00:00,PT15M
4,0,98,2021-01-04T12:45:00+00:00,PT15M
4,0,108,2021-01-04T13:00:00+00:00,PT15M
4,0,98,2021-01-04T13:15:00+00:00,PT15M
4,0,85,2021-01-04T13:30:00+00:00,PT15M
4,0,79,2021-01-04T13:45:00+00:00,PT15M
4,0,66,2021-01-04T14:00:00+00:00,PT15M
4,0,54,2021-01-04T14:15:00+00:00,PT15M
4,0,36,2021-01-04T14:30:00+00:00,PT15M
4,0,25,2021-01-04T14:45:00+00:00,PT15M
4,0,14,2021-01-04T15:00:00+00:00,PT15M
4,0,6,2021-01-04T15:15:00+00:00,PT15M
4,0,0,2021-01-04T15:30:00+00:00,PT15M
4,0,0,2021-01-04T15:45:00+00:00,PT15M
4,0,0,2021-01-04T16:00:00+00:00,PT15M
4,0,0,2021-01-04T16:15:00+00:00,PT15M
4,0,0,2021-01-04T16:30:00+00:00,PT15M
4,0,0,2021-01-04T16:45:00+00:00,PT15M
4,0,0,2021-01-04T17:00:00+00:00,PT15M
3,0,0,2021-01-04T17:15:00+00:00,PT15M
3,0,0,2021-01-04T17:30:00+00:00,PT15M
3,0,0,2021-01-04T17:45:00+00:00,PT15M
3,0,0,2021-01-04T18:00:00+00:00,PT15M
3,0,0,2021-01-04T18:15:00+00:00,PT15M
3,0,0,2021-01-04T18:30:00+00:00,PT15M
3,0,0,2021-01-04T18:45:00+00:00,PT15M
3,0,0,2021-01-04T19:00:00+00:00,PT15M
3,0,0,2021-01-04T19:15:00+00:00,PT15M
3,0,0,2021-01-04T19:30:00+00:00,PT15M
3,0,0,2021-01-04T19:45:00+00:00,PT15M
3,0,0,2021-01-04T20:00:00+00:00,PT15M
3,0,0,2021-01-04T20:15:00+00:00,PT15M
3,0,0,2021-01-04T20:30:00+00:00,PT15M
3,0,0,2021-01-04T20:45:00+00:00,PT15M
3,0,0,2021-01-04T21:00:00+00:00,PT15M
3,0,0,2021-01-04T21:15:00+00:00,PT15M
3,0,0,2021-01-04T21:30:00+00:00,PT15M
3,0,0,2021-01-04T21:45:00+00:00,PT15M
3,0,0,2021-01-04T22:00:00+00:00,PT15M
3,0,0,2021-01-04T22:15:00+00:00,PT15M
2,0,0,2021-01-04T22:30:00+00:00,PT15M
2,0,0,2021-01-04T22:45:00+00:00,PT15M
2,0,0,2021-01-04T23:00:00+00:00,PT15M
2,0,0,2021-01-04T23:15:00+00:00,PT15M
2,0,0,2021-01-04T23:30:00+00:00,PT15M
2,0,0,2021-01-04T23:45:00+00:00,PT15M
2,0,0,2021-01-05T00:00:00+00:00,PT15M
2,0,0,2021-01-05T00:15:00+00:00,PT15M
2,0,0,2021-01-05T00:30:00+00:00,PT15M
2,0,0,2021-01-05T00:45:00+00:00,PT15M
2,0,0,2021-01-05T01:00:00+00:00,PT15M
2,0,0,2021-01-05T01:15:00+00:00,PT15M
2,0,0,2021-01-05T01:30:00+00:00,PT15M
2,0,0,2021-01-05T01:45:00+00:00,PT15M
2,0,0,2021-01-05T02:00:00+00:00,PT15M
2,0,0,2021-01-05T02:15:00+00:00,PT15M
2,0,0,2021-01-05T02:30:00+00:00,PT15M
2,0,0,2021-01-05T02:45:00+00:00,PT15M
2,0,0,2021-01-05T03:00:00+00:00,PT15M
2,0,0,2021-01-05T03:15:00+00:00,PT15M
2,0,0,2021-01-05T03:30:00+00:00,PT15M
2,0,0,2021-01-05T03:45:00+00:00,PT15M
2,0,0,2021-01-05T04:00:00+00:00,PT15M
2,0,0,2021-01-05T04:15:00+00:00,PT15M
2,0,0,2021-01-05T04:30:00+00:00,PT15M
2,0,0,2021-01-05T04:45:00+00:00,PT15M
2,0,0,2021-01-05T05:00:00+00:00,PT15M
2,0,0,2021-01-05T05:15:00+00:00,PT15M
2,0,0,2021-01-05T05:30:00+00:00,PT15M
2,0,0,2021-01-05T05:45:00+00:00,PT15M
3,0,0,2021-01-05T06:00:00+00:00,PT15M
3,0,0,2021-01-05T06:15:00+00:00,PT15M
3,0,0,2021-01-05T06:30:00+00:00,PT15M
3,0,0,2021-01-05T06:45:00+00:00,PT15M
3,0,0,2021-01-05T07:00:00+00:00,PT15M
3,0,0,2021-01-05T07:15:00+00:00,PT15M
3,0,0,2021-01-05T07:30:00+00:00,PT15M
3,0,0,2021-01-05T07:45:00+00:00,PT15M
3,0,0,2021-01-05T08:00:00+00:00,PT15M
3,0,2,2021-01-05T08:15:00+00:00,PT15M
3,0,5,2021-01-05T08:30:00+00:00,PT15M
3,0,3,2021-01-05T08:45:00+00:00,PT15M
3,0,4,2021-01-05T09:00:00+00:00,PT15M
3,0,5,2021-01-05T09:15:00+00:00,PT15M
4,0,5,2021-01-05T09:30:00+00:00,PT15M
4,0,9,2021-01-05T09:45:00+00:00,PT15M
4,0,12,2021-01-05T10:00:00+00:00,PT15M
4,0,19,2021-01-05T10:15:00+00:00,PT15M
4,0,22,2021-01-05T10:30:00+00:00,PT15M
4,0,16,2021-01-05T10:45:00+00:00,PT15M
4,0,28,2021-01-05T11:00:00+00:00,PT15M
4,0,69,2021-01-05T11:15:00+00:00,PT15M
4,0,79,2021-01-05T11:30:00+00:00,PT15M
4,0,49,2021-01-05T11:45:00+00:00,PT15M
5,0,43,2021-01-05T12:00:00+00:00,PT15M
5,0,62,2021-01-05T12:15:00+00:00,PT15M
5,0,81,2021-01-05T12:30:00+00:00,PT15M
5,0,43,2021-01-05T12:45:00+00:00,PT15M
5,0,28,2021-01-05T13:00:00+00:00,PT15M
5,0,30,2021-01-05T13:15:00+00:00,PT15M
5,0,33,2021-01-05T13:30:00+00:00,PT15M
5,0,24,2021-01-05T13:45:00+00:00,PT15M
5,0,7,2021-01-05T14:00:00+00:00,PT15M
5,0,7,2021-01-05T14:15:00+00:00,PT15M
5,0,6,2021-01-05T14:30:00+00:00,PT15M
5,0,9,2021-01-05T14:45:00+00:00,PT15M
5,0,12,2021-01-05T15:00:00+00:00,PT15M
5,0,7,2021-01-05T15:15:00+00:00,PT15M
5,0,1,2021-01-05T15:30:00+00:00,PT15M
4,0,0,2021-01-05T15:45:00+00:00,PT15M
4,0,0,2021-01-05T16:00:00+00:00,PT15M
4,0,0,2021-01-05T16:15:00+00:00,PT15M
4,0,0,2021-01-05T16:30:00+00:00,PT15M
4,0,0,2021-01-05T16:45:00+00:00,PT15M
4,0,0,2021-01-05T17:00:00+00:00,PT15M
4,0,0,2021-01-05T17:15:00+00:00,PT15M
4,0,0,2021-01-05T17:30:00+00:00,PT15M
4,0,0,2021-01-05T17:45:00+00:00,PT15M
4,0,0,2021-01-05T18:00:00+00:00,PT15M
4,0,0,2021-01-05T18:15:00+00:00,PT15M
4,0,0,2021-01-05T18:30:00+00:00,PT15M
3,0,0,2021-01-05T18:45:00+00:00,PT15M
3,0,0,2021-01-05T19:00:00+00:00,PT15M
3,0,0,2021-01-05T19:15:00+00:00,PT15M
3,0,0,2021-01-05T19:30:00+00:00,PT15M
3,0,0,2021-01-05T19:45:00+00:00,PT15M
3,0,0,2021-01-05T20:00:00+00:00,PT15M
3,0,0,2021-01-05T20:15:00+00:00,PT15M
3,0,0,2021-01-05T20:30:00+00:00,PT15M
2,0,0,2021-01-05T20:45:00+00:00,PT15M
2,0,0,2021-01-05T21:00:00+00:00,PT15M
2,0,0,2021-01-05T21:15:00+00:00,PT15M
2,0,0,2021-01-05T21:30:00+00:00,PT15M
2,0,0,2021-01-05T21:45:00+00:00,PT15M
2,0,0,2021-01-05T22:00:00+00:00,PT15M
2,0,0,2021-01-05T22:15:00+00:00,PT15M
2,0,0,2021-01-05T22:30:00+00:00,PT15M
2,0,0,2021-01-05T22:45:00+00:00,PT15M
2,0,0,2021-01-05T23:00:00+00:00,PT15M
2,0,0,2021-01-05T23:15:00+00:00,PT15M
2,0,0,2021-01-05T23:30:00+00:00,PT15M
1,0,0,2021-01-05T23:45:00+00:00,PT15M
1,0,0,2021-01-06T00:00:00+00:00,PT15M
1,0,0,2021-01-06T00:15:00+00:00,PT15M
1,0,0,2021-01-06T00:30:00+00:00,PT15M
1,0,0,2021-01-06T00:45:00+00:00,PT15M
1,0,0,2021-01-06T01:00:00+00:00,PT15M
1,0,0,2021-01-06T01:15:00+00:00,PT15M
1,0,0,2021-01-06T01:30:00+00:00,PT15M
1,0,0,2021-01-06T01:45:00+00:00,PT15M
1,0,0,2021-01-06T02:00:00+00:00,PT15M
1,0,0,2021-01-06T02:15:00+00:00,PT15M
1,0,0,2021-01-06T02:30:00+00:00,PT15M
1,0,0,2021-01-06T02:45:00+00:00,PT15M
1,0,0,2021-01-06T03:00:00+00:00,PT15M
1,0,0,2021-01-06T03:15:00+00:00,PT15M
1,0,0,2021-01-06T03:30:00+00:00,PT15M
1,0,0,2021-01-06T03:45:00+00:00,PT15M
1,0,0,2021-01-06T04:00:00+00:00,PT15M
1,0,0,2021-01-06T04:15:00+00:00,PT15M
1,0,0,2021-01-06T04:30:00+00:00,PT15M
